law_index,madeh_index,madeh_text
0,55,"ماده 55
هرگاه مالک خانه یا آپارتمان مسکونی‌، آن را به اجاره‌ واگذار نماید و خود محل دیگری برای سکونت خویش اجاره نماید یا از خانه سازمانی که کارفرما در اختیار او می‌گذارد استفاده کند دراحتساب درآمد مشمول مالیات این فصل میزان مال‌الاجاره‌ای که به ‌موجب سند رسمی یا قرارداد می‌پردازد یا توسط کارفرما از حقوق وی کسر و یا برای محاسبه مالیات حقوق تقویم می‌گردد از کل ‌مال ‌الاجاره دریافتی او کسر خواهد شد.

"
0,56,"‌ماده 56
به موجب ماده (20) قانون اصلاح موادی از قانون مالیات­ های مستقیم، مصوب 1380/11/27، ماده (56) قانون نسخ شده است.

"
0,57,"ماده 57
در مورد شخص حقیقی که هیچ‌گونه درآمدی ندارد تا میزان معافیت مالیاتی درآمد حقوق موضوع‌ ماده ‌(84) این قانون از درآمد مشمول مالیات سالانه مستغلات از مالیات معاف و مازاد طبق مقررات این فصل مشمول مالیات می ‌باشد. مشمولان این ماده‌ باید اظهارنامه مخصوصی طبق نمونه‌ ای که از طرف سازمان امور مالیاتی کشور تهیه خواهد شد به اداره امور مالیاتی محل وقوع ملک تسلیم و اعلام ‌نمایند که هیچ‌گونه درآمد دیگری ندارند. اداره امور مالیاتی مربوط باید خلاصه مندرجات اظهارنامه مودی را به اداره امور مالیاتی محل سکونت مودی ارسال ‌دارد و در صورتی‌که ثابت شود اظهارنامه مودی خلاف واقع است مالیات متعلق به اضافه یک برابر آن به عنوان جریمه وصول خواهد شد.

در اجرای‌ حکم این ماده حقوق بازنشستگی و وظیفه دریافتی و جوایز و سود ناشی از سپرده‌های بانکی درآمد تلقی نخواهد شد.

‌تبصره ‌1- حکم این ماده در مورد فرزندان صغیری که تحت ولایت پدر باشند جاری نخواهد بود.

تبصره ‌2- در صورتی‌که سایر درآمدهای مشمول مالیات ماهانه مودی کمتر از مبلغ مذکور در این ماده باشد، آن مقدار از درآمد مشمول مالیات ‌اجاره املاک که با سایر درآمدهای مودی بالغ بر مبلغ فوق باشد معاف و مازاد طبق مقررات این فصل مشمول مالیات خواهد بود.

"
0,58,"‌ماده 58
به موجب ماده (22) قانون اصلاح موادی از قانون مالیات­ های مستقیم، مصوب 1380/11/27، ماده (58) قانون نسخ شده است.

"
0,59,"ماده 59
نقل و انتقال قطعی املاک به ماخذ ارزش معاملاتی و به نرخ پنج درصد (5%) و همچنین انتقال حق واگذاری محل به ماخذ وجوه دریافتی ‌مالک یا صاحب حق و به نرخ دو درصد (2%) در تاریخ انتقال از طرف مالکان عین یا صاحبان حق مشمول مالیات می‌باشد.

‌تبصره 1 (الحاقی 1380/11/27)- چنانچه برای مورد معامله ارزش معاملاتی تعیین نشده باشد، ارزش معاملاتی نزدیکترین محل مشابه مبنای محاسبه مالیات خواهد‌بود.

‌تبصره 2 (الحاقی 1380/11/27)- حق واگذاری محل از نظر این قانون عبارت است از حق کسب یا پیشه یا حق تصرف محل یا حقوق ناشی از موقعیت تجاری محل.

"
0,60,"‌ماده 60
به موجب ماده (11) قانون اصلاح موادی از قانون مالیات­ های مستقیم، مصوب 1371/02/07، ماده (60) قانون نسخ شده است.

"
0,61,"ماده 61
(اصلاحی 1371/02/07)- در مواردی که انتقال ملک در دفاتر اسناد رسمی انجام ‌نمی‌شود نیز ارزش معاملاتی ملک طبق مقررات این فصل درمحاسبه مالیات ملاک عمل خواهد بود و به طور کلی برای املاکی‌که ارزش معاملاتی آنها تعیین نشده ارزش معاملاتی نزدیکترین ‌محل مشابه مناط اعتبار می‌باشد.

"
0,62,"‌ماده 62
به موجب ماده (11) قانون اصلاح موادی از قانون مالیات­ های مستقیم، مصوب 1371/02/07، ماده (62) قانون نسخ شده است.

"
0,63,"ماده 63
نقل و انتقال قطعی املاکی که به صورتی غیر از عقد بیع انجام می‌شود به استثنای نقل و انتقال بلاعوض که طبق مقررات ‌مربوط مشمول مالیات است مشمول مالیات نقل و انتقال قطعی ‌املاک برابر مقررات این فصل خواهد بود و چنانچه عوضین‌، هر دو ملک باشند هریک از متعاملین به ترتیب فوق مالیات نقل و انتقال ‌قطعی مربوط به ملک واگذاری خود را پرداخت خواهند نمود.

"
0,64,"ماده 64
(اصلاحی 1394/04/31)- تعیین ارزش معاملاتی املاک بر عهده کمیسیون تقویم املاک می‌باشد. کمیسیون مزبور موظف است ارزش معاملاتی موضوع این قانون را در سال اول معادل دو درصد (2%) میانگین قیمتهای روز منطقه با لحاظ ملاکهای زیر تعیین کند.

این شاخص هر سال به میزان دو واحد درصد افزایش می­یابد تا زمانی­ که ارزش معاملاتی هر منطقه به بیست درصد (20%) میانگین قیمتهای روز املاک برسد.

الف- قیمت ساختمان با توجه به مصالح (اسکلت فلزی یا بتون آرمه یا اسکلت بتونی و سوله و غیره) و قدمت و تراکم و طریقه استفاده از آن (مسکونی، تجاری، اداری، آموزشی، بهداشتی، خدماتی و غیره) و نوع مالکیت

ب- قیمت اراضی با توجه به نوع کاربری و موقعیت جغرافیایی از لحاظ تجاری، صنعتی، مسکونی، آموزشی، اداری و کشاورزی

این کمیسیون متشکل از پنج عضو است که در تهران از نمایندگان سازمان امور مالیاتی کشور، وزارتخانه‌های راه و شهرسازی و جهاد کشاورزی، سازمان ثبت اسناد و املاک کشور و شورای اسلامی شهر و در سایر شهرها از مدیران کل یا روسای ادارات امور مالیاتی، راه و شهرسازی، جهاد کشاورزی و ثبت اسناد و املاک و یا نمایندگان آنها و نماینده شورای اسلامی شهر تشکیل می‌شود. کمیسیون مذکور هر سال یک­بار ارزش معاملاتی املاک را به تفکیک عرصه و اعیان تعیین می­کند.

در موارد تقویم املاک واقع در هر بخش و روستاهای تابعه (براساس تقسیمات کشوری) نماینده بخشدار یا شورای بخش در جلسات کمیسیون شرکت می­کند. در صورت نبودن شورای اسلامی شهر یا بخش، یک نفر که کارمند دولت نباشد با معرفی فرماندار یا بخشدار مربوط در کمیسیون شرکت می­کند.

کمیسیون تقویم املاک در تهران به دعوت سازمان امور مالیاتی کشور و در سایر شهرها به دعوت مدیر کل یا رئیس اداره امور مالیاتی در محل سازمان مذکور یا ادارات تابعه تشکیل می ­شود. جلسات کمیسیون با حضور حداقل چهار نفر از اعضاء رسمیت می­ یابد و تصمیمات متخذه با رای حداقل سه نفر از اعضاء معتبر است. دبیری جلسات کمیسیون حسب مورد بر عهده نماینده سازمان یا اداره کل یا اداره امور مالیاتی است.

ارزش معاملاتی تعیین شده حسب این ماده یک ماه پس از تاریخ تصویب نهایی کمیسیون تقویم املاک، لازم ­الاجراء و تا تعیین ارزش معاملاتی جدید معتبر است.

تبصره ‌1- سازمان امور مالیاتی کشور یا ادارات تابعه سازمان مزبور می‌توانند قبل از اتمام دوره یک ساله در هر شهر یا بخش یا روستا، در موارد زیر کمیسیون تقویم املاک را تشکیل دهند:

1- برای تعیین ارزش معاملاتی نقاطی که فاقد ارزش معاملاتی است.

2- برای تعدیل ارزش معاملاتی تعیین‌شده نقاطی که حسب تشخیص سازمان امور مالیاتی کشور در مقایسه با نقاط مشابه هماهنگی لازم را نداشته یا با توجه به معیارهای ذکرشده در این ماده تغییرات عمده در ارزش املاک به‌وجود آمده باشد.

ارزش معاملاتی تعیین ­شده حسب این تبصره پس از یک ماه از تاریخ تصویب نهایی کمیسیون تقویم املاک، لازم‌الاجراء و تا تعیین ارزش معاملاتی جدید معتبر است.

تبصره ‌2- در مواردی که کمیسیون تقویم موضوع این ماده پس از دو بار دعوت تشکیل نشود یا پس از تشکیل دو جلسه تصمیم مقتضی در مورد تعیین ارزش معاملاتی حاصل نشود، سازمان امور مالیاتی کشور مکلف است آخرین ارزش روز املاک تعیین شده توسط کمیسیون تقویم را با شاخص بهای کالاها و خدمات اعلامی توسط مراجع قانونی ذی‌صلاح تعدیل و ارزش معاملاتی را مطابق مقررات این ماده تعیین کند.

تبصره ‌3- در مواردی که ارزش معاملاتی موضوع این ماده مطابق دیگر قوانین و مقررات، ماخذ محاسبه سایر عوارض و وجوه قرار می­گیرد، ماخذ محاسبه عوارض و وجوه یادشده بر مبنای درصدی از ارزش معاملاتی موضوع این ماده می ­باشد که با پیشنهاد مشترک وزارت امور اقتصادی و دارایی و دستگاه ذی­ربط به تصویب هیات وزیران یا مراجع قانونی مرتبط می‌رسد. درصد مذکور باید به نحوی تعیین گردد که ماخذ محاسبه عوارض و وجوه یادشده بیش از نرخ تورم رسمی اعلامی از طرف مراجع قانونی ذی‌ربط افزایش نیافته باشد.

"
0,65,"ماده 65
نقل و انتقال قطعی املاک که در اجرای قوانین و مقررات اصلاحات ارضی به عمل آمده و یا خواهد آمد و واحدهای ‌مسکونی از طرف شرکت‌های تعاونی مسکن به اعضای آنها مشمول ‌مالیات موضوع این فصل نخواهد بود.

"
0,66,"ماده 66
در صورتی که انتقال‌ گیرنده دولت یا شهرداریها یا موسسات وابسته به آنها بوده و همچنین در مواردی که ملک به ‌وسیله اجرای ثبت و یا سایر ادارات دولتی به قائم مقامی مالک ‌انتقال داده می‌شود چنانچه بهای مذکور در سند کمتر از ارزش ‌معاملاتی باشد در محاسبه مالیات موضوع ماده (59) این قانون ‌بهای مذکور در سند به جای ارزش معاملاتی هنگام انتقال حسب ‌مورد ملاک عمل قرار خواهد گرفت.

"
0,67,"‌ماده 67
(اصلاحی 1380/11/27)- فسخ معاملات قطعی املاک بر اساس حکم مراجع‌ قضایی به‌ طور کلی و اقاله یا فسخ معاملات قطعی املاک در سایر موارد تا شش ماه بعد از انجام معامله به‌عنوان معامله جدید مشمول ‌مالیات موضوع این فصل نخواهد بود.

"
0,68,"ماده 68
املاکی که در اجرای ماده ‌(34) اصلاحی قانون ثبت اسناد و املاک مصوب مرداد ماه 1320 و اصلاحات بعدی آن به دولت تملیک می‌شود از پرداخت مالیات نقل و ‌انتقال قطعی معاف است.

"
0,69,"ماده 69
(اصلاحی 1390/03/31)- اولین انتقال قطعی واحدهای مسکونی ارزان و متوسط قیمت که ظرف مدت ده سال از تاریخ تصویب این قانون مطابق ضوابط و ‌قیمت‌هایی که وزارتخانه‌های راه و شهرسازی[1] و امور اقتصادی و دارایی تعیین می‌ نمایند احداث و حداکثر در مدت یک سال از تاریخ انقضای مهلت‌ اجرای برنامه احداث که حسب مورد توسط وزارت راه و شهرسازی یا شهرداری محل تعیین می ‌شود منتقل گردد از پرداخت مالیات بر نقل و انتقال‌ قطعی املاک معاف می ‌باشد.

"
0,70,"ماده 70
هرگونه مال و یا وجوهی که از طرف وزارتخانه‌ها و موسسات و شرکت‌های دولتی و یا شهرداریها بابت عین یا حقوق راجع به املاک و اراضی برای ‌ایجاد و یا توسعه مناطق نظامی یا مرافق عامه از قبیل توسعه یا احداث جاده، راه‌آهن، خیابان، معابر، لوله‌کشی آب و نفت و گاز، حفر نهر و نظایر آنها به‌ مالک یا صاحب حق تعلق می­گیرد یا به حساب وی به ودیعه گذاشته می‌شود از مالیات نقل و انتقال موضوع این فصل معاف خواهد بود.

املاکی که طبق قوانین مربوطه در فهرست آثار ملی ایران به ثبت رسیده یا می‌رسد در صورت انتقال به وزارت میراث ‌فرهنگی، گردشگری و صنایع ‌دستی کشور نسبت به کل ‌مالیات نقل و انتقال قطعی متعلق و در سایر موارد که مالکیت در دست اشخاص باقی می‌ماند نسبت به پنجاه درصد (50%) مالیات مربوط به درآمد موضوع فصل مالیات ‌بر درآمد املاک از معافیت مالیاتی برخوردار خواهد شد و همچنین هرگونه وجه یا مالی که از طرف اشخاص مذکور بابت تملک املاک یا حقوق واقع در محدوده طرح­های نوسازی، بهسازی و بازسازی‌ محلات قدیمی و بافت­ های فرسوده شهرها به مالکین یا صاحبان حق تعلق می‌گیرد از پرداخت مالیات نقل و انتقال معاف است.

"
0,71,"‌ماده 71
(اصلاحی 1380/11/27)- زمین‌هایی که از طریق اسناد عادی معامله گردیده است در موقع تنظیم سند رسمی به نام خریدار قیمت اعیانی احداث‌شده وسیله‌ خریدار در محاسبه منظور نخواهد‌شد مشروط بر این‌که موضوع مورد تایید مراجع ذیصلاح‌ دولتی یا محاکم قضایی یا شهرداری محل که ملک در محدوده آن واقع است حسب مورد قرار گرفته باشد.

"
0,72,"ماده 72
(اصلاحی 1380/11/27)- در مواردی‌که پس از پرداخت مالیات از طرف مودی معامله انجام نشود اداره امور مالیاتی مربوط مکلف است بنا به درخواست مودی و تایید‌ دفتر اسناد رسمی مربوط، مبنی بر عدم ثبت معامله ظرف پانزده روز از تاریخ اعلام دفتر اسناد رسمی مالیات وصول‌شده متعلق به معامله انجام نشده را‌ از محل وصولی جاری طبق مقررات این قانون مسترد دارد. حکم این ماده در مورد استرداد مالیات­های مربوط به حق واگذاری و درآمد اتفاقی نیز جاری‌ خواهد بود.

"
0,73,"‌ماده 73
به موجب ماده (11) قانون اصلاح موادی از قانون مالیات ­های مستقیم، مصوب 1371/02/07، ماده (73) قانون نسخ شده است.

"
0,74,"ماده 74
در مورد املاک با عنوان دستدارمی یا عناوین دیگر که حسب عرف محل در تصرف شخصی است چنانچه متصرف تمامی حقوق خود ‌نسبت به ملک را به دیگری منتقل نماید انتقال مزبور مشمول مالیات نقل و انتقال قطعی املاک برابر مقررات این فصل می‌ باشد. همچنین در مورد درآمد ‌حاصل از واگذاری سایر حقوق مربوط به این نوع املاک متصرف از نظر مالیاتی مانند مالک حسب مورد مشمول مالیات مربوط خواهد بود و در موارد ‌فوق تاریخ تصرف تاریخ تملک متصرف محسوب می­ گردد.

"
0,75,"ماده 75
از نظر مالیاتی مستاجرین املاک اوقافی اعم از این­که اعیان مستحدثه در آن داشته یا نداشته باشند نسبت به عرصه مشمول مقررات این‌ فصل خواهند بود.

‌تبصره ‌1- در محاسبه مالیات این‌گونه مودیان تاریخ اجاره به‌جای تاریخ تملک منظور خواهد شد.

‌تبصره ‌2- حکم این ماده در مواردی که ملک توسط مستاجر واگذار می‌شود مانع اجرای تبصره‌ (7) ماده ‌(53) این قانون نخواهد بود.

"
0,76,"ماده 76
(اصلاحی 11394/04/31)- در مواردی که نقل و انتقال موضوع ماده ‌(52) این قانون حسب مورد مشمول مواد (59) یا (77) باشد، وجه دیگری بابت مالیات بر درآمد نقل و انتقال مزبور مطالبه نخواهد شد.

"
0,77,"‌ماده 77
(اصلاحی 1394/04/31)- درآمد اشخاص حقیقی و حقوقی ناشی از ساخت و فروش هر نوع ساختمان حسب مورد مشمول مقررات مالیات بردرآمد موضوع فصول چهارم و پنجم باب سوم این قانون خواهد بود.

تبصره ‌1- اولین نقل و انتقال ساختمان‌های مذکور علاوه بر مالیات نقل و انتقال قطعی موضوع ماده ‌(59) این قانون مشمول مالیات علی‌الحساب به نرخ ده درصد (10%) به ماخذ ارزش معاملاتی ملک مورد انتقال است. مالیات قطعی مودیان موضوع این ماده پس از رسیدگی طبق مقررات مربوط تعیین می‌شود.

تبصره ‌2- شمول مقررات این ماده درخصوص ساخت و فروش ساختمان توسط اشخاص حقیقی منوط به آن است که بیش از سه سال از تاریخ صدور گواهی پایان کار آن نگذشته باشد.

تبصره 3- شهرداری‌ها موظفند همزمان با صدور پروانه ساخت و همچنین در هنگام صدور پایان کار مراتب را به منظور تشکیل پرونده مالیاتی به اداره امور مالیاتی ذی‌ربط به ترتیبی که توسط سازمان امور مالیاتی کشور تعیین می­ گردد، گزارش کنند.

تبصره ‌4- شهرهای زیر یکصد هزار نفر جمعیت از حکم مفاد این ماده مستثنی است.

تبصره 5- آیین‌نامه اجرایی این ماده درمورد نحوه تعیین درآمد مشمول مالیات و چگونگی تسویه علی‌الحساب مالیاتی با پیشنهاد وزارت امور اقتصادی و دارایی ظرف مدت سه ماه پس از تصویب این قانون به‌تصویب هیات وزیران می‌رسد.

"
0,78,"ماده 78
در مورد واگذاری هریک از حقوق مذکور در ماده ‌(52) این قانون از طرف مالک عین غیر از مواردی که ضمن مواد (53) تا (77) این قانون ذکر شده است ‌دریافتی مالک به نرخ­های مذکور در ماده‌ (59) ماخذ محاسبه مالیات قرار خواهد گرفت.

"
0,79,"‌ماده 79
به موجب ماده (11) قانون اصلاح موادی از قانون مالیات­های مستقیم، مصوب 1371/02/07، ماده (79) قانون نسخ شده است.

"
0,80,"ماده 80
مودیان موضوع این فصل مکلف­ند اظهارنامه مالیاتی خود را روی نمونه‌ای که از طرف ‌سازمان امور مالیاتی کشور تهیه و در دسترس ‌آنها قرار می­گیرد تنظیم و در مورد حق واگذاری محل و نیز مودیان موضوع ماده ‌(74) این قانون تا سی روز پس از انجام معامله و در سایر موارد تا‌ آخر تیرماه سال بعد به انضمام مدارک مربوط به اداره امور مالیاتی محل وقوع ملک تسلیم و مالیات متعلق را طبق مقررات پرداخت نمایند.

تبصره ‌1- در مواردی‌که معاملات موضوع ماده ‌(52) این قانون به موجب اسناد رسمی انجام می‌گیرد، مودی مکلف است قبل از انجام معامله میزان ‌دریافتی و یا درآمد موضوع هریک از مالیات‌های مندرج در ماده ‌(187) این قانون را به تفکیک به اداره امور مالیاتی ذیربط اعلام دارد. این اعلام، به استثنای ‌مواردی که موجر تغییر ننموده، به منزله انجام تکالیف مقرر در متن این ماده می‌باشد.

تبصره ‌2- در مواردی‌ که معاملات موضوع این فصل به موجب اسناد رسمی انجام نمی‌گیرد، انتقال­ گیرنده مکلف است مراتب را ظرف سی روز از ‌تاریخ انجام معامله کتبا به اداره امور مالیاتی محل وقوع ملک اطلاع دهد.

"
0,81,"‌ماده 81
درآمد حاصل از کلیه فعالیت‌های کشاورزی، دامپروری، دامداری، پرورش ماهی و زنبور عسل و پرورش طیور، صیادی و ماهیگیری، نوغان­داری، احیای مراتع و جنگلها، باغات اشجار ‌از هر قبیل و نخیلات از پرداخت مالیات ‌معاف می‌باشد.

دولت مکلف است مطالعات و بررسی‌های لازم را در زمینه کلیه فعالیت‌های کشاورزی و آن رشته از فعالیت‌های مزبور که ادامه معافیت آنها ضرورت ‌داشته باشد معمول و لایحه مربوط را حداکثر تا آخر برنامه سوم توسعه اقتصادی، اجتماعی و فرهنگی جمهوری اسلامی‌ایران به مجلس شورای اسلامی تقدیم نماید.

"
0,82,"ماده 82
درآمدی که شخص حقیقی در خدمت شخص دیگر (‌اعم از حقیقی یا حقوقی) در قبال تسلیم نیروی کار خود بابت اشتغال در ایران بر‌حسب مدت یا کار انجام یافته به‌ طور نقد یا غیرنقد تحصیل می‌کند مشمول مالیات بر درآمد حقوق است.

‌تبصره- درآمد حقوقی که در مدت ماموریت خارج از کشور (‌از طرف دولت جمهوری اسلامی ایران یا اشخاص مقیم ایران) از منابع ایرانی عاید‌ شخص می‌شود مشمول مالیات بر درآمد حقوق می‌باشد.

"
0,83,"ماده 83
درآمد مشمول مالیات حقوق عبارت است از حقوق (‌مقرری یا مزد، یا حقوق اصلی) و مزایای مربوط به شغل اعم از مستمر و یا غیرمستمر قبل از وضع کسور و پس از کسر معافیت­های مقرر در این قانون.

‌تبصره- درآمد غیرنقدی مشمول مالیات حقوق به شرح زیر تقویم و محاسبه می‌شود:

‌الف- مسکن با اثاثیه معادل بیست و پنج درصد­ (25%) و بدون اثاثیه بیست درصد (20%) حقوق و مزایای مستمرنقدی (‌به استثنای مزایای نقدی معاف موضوع ماده‌ (91)‌ این قانون) در ماه پس از وضع وجوهی که از این بابت از حقوق کارمند کسر می‌شود.

ب- اتومبیل اختصاصی با راننده معادل ده درصد (10%) و بدون راننده معادل پنج درصد (5%) حقوق و مزایای مستمر نقدی (‌به استثنای مزایای نقدی معاف‌ موضوع ماده‌ (91) این قانون) در ماه پس از کسر وجوهی که از این بابت از حقوق کارمند کسر می‌شود.

ج- سایر مزایای غیر نقدی معادل قیمت تمام شده برای پرداخت‌کننده حقوق.

"
0,84,"ماده 84
(اصلاحی 1394/04/31)- میزان معافیت مالیات بر درآمد سالانه مشمول مالیات حقوق از یک یا چند منبع، هرساله در قانون بودجه سنواتی مشخص می‌شود.

"
0,85,"ماده 85
نرخ مالیات بر درآمد حقوق کارکنان دولتی و غیردولتی مازاد بر مبلغ مذکور در ماده‌ (84) این قانون و تا هفت برابر آن مشمول مالیات سالانه ده درصد (10%) و نسبت به مازاد آن بیست درصد (20%) است.

"
0,86,"ماده 86
پرداخت‌کنندگان حقوق هنگام هر پرداخت یا تخصیص آن مکلف­ اند مالیات متعلق را طبق مقررات ماده (85) این قانون محاسبه و کسر و‌ تا پایان ماه بعد ضمن تسلیم فهرستی متضمن نام و نشانی دریافت‌کنندگان حقوق و میزان آن به اداره امور مالیاتی محل پرداخت و در ماه‌های بعد فقط ‌تغییرات را صورت دهند.

تبصره 1 (الحاقی 1396/04/27)- در مورد پرداخت هایی که از طرف غیر از پرداخت کننده اصلی حقوق به اشخاص حقیقی، به عمل می­ آید،پرداخت­ کنندگان مکلفند هنگام هر پرداخت، مالیات متعلق را با رعایت معافیت­ های قانونی مربوط به حقوق به جز معافیت موضوع ماده (84) این قانون، به نرخ مقطوع ده درصد (10%) محاسبه،کسر و حداکثر تا پایان ماه بعد با فهرستی حاوی نام و نشانی دریافت­ کنندگان و میزان آن به اداره امور مالیاتی محل، پرداخت کنند و در صورت تخلف، مسئول پرداخت مالیات و جریمه­ های متعلق خواهند بود.

تبصره ‌2 (الحاقی 1396/04/27)- پرداخت­ های دانشگاهها، مراکز و موسسات آموزش عالی، پژوهشی و فناوری که دارای مجوز از شورای گسترش آموزش عالی وزارتخانه­ های علوم،تحقیقات و فناوری و بهداشت، درمان و آموزش پزشکی وسایر موسسات آموزشی و پژوهشی قانونی دارای مجوز رسمی از وزارتین فوق­ الذکر می­ باشند، به اشخاص حقیقی اعم از کارکنان و غیر کارکنان خود در قالب حق­ التدریس مشمول مالیات مقطوع به نرخ ده درصد (10%) و حق­ التحقیق، حق پژوهش و قراردادهای پژوهشی و تحقیقاتی مشمول مالیات مقطوع به نرخ پنج درصد (5%) با رعایت سایر احکام مقرر در تبصره (1) خواهد بود.

"
0,87,"ماده 87
اضافه پرداختی بابت مالیات بر درآمد حقوق طبق مقررات این قانون مسترد خواهد شد مشروط بر این‌که بعد از انقضای تیرماه سال بعد ‌تا آخر آن سال با در خواست کتبی حقوق‌بگیر از اداره امور مالیاتی محل سکونت مورد مطالبه قرار گیرد. اداره امور مالیاتی مذکور موظف است ظرف سه ماه از تاریخ تسلیم درخواست رسیدگی‌های لازم را معمول و در صورت احراز اضافه پرداختی و نداشتن‌ بدهی قطعی دیگر در آن اداره امور مالیاتی نسبت به استرداد اضافه پرداختی از محل وصولی‌های جاری اقدام کند. در صورتی‌که درخواست‌کننده بدهی‌ قطعی مالیاتی داشته باشد اضافه پرداختی به حساب بدهی مزبور منظور و مازاد مسترد خواهد شد.

"
0,88,"ماده 88
در مواردی که از اشخاص مقیم خارج که در ایران شعبه یا نمایندگی ندارند حقوق دریافت شود دریافت‌کنندگان حقوق مکلف­اند تا پایان ماه بعد از تاریخ دریافت حقوق مالیات متعلق را طبق مقررات این فصل به اداره امور مالیاتی محل سکونت خود پرداخت و تا آخر تیرماه سال بعد اظهارنامه ‌مالیاتی مربوط به حقوق دریافتی خود را به اداره امور مالیاتی مزبور تسلیم نمایند.

"
0,89,"‌ماده 89
صدور پروانه خروج از کشور یا تمدید پروانه اقامت و یا اشتغال برای اتباع خارجه، به استثنای کسانی‌که طبق مقررات این قانون از‌پرداخت مالیات معاف می‌ باشند، موکول به ارائه مفاصا حساب مالیاتی یا تعهد کتبی کارفرمای اشخاص حقوقی ایرانی طرف قرارداد با کارفرمای ‌اتباع خارجی یا اشخاص حقوقی ثالث ایرانی است.

"
0,90,"ماده 90
در مواردی ‌که پرداخت‌کنندگان حقوق، مالیات متعلق را در موعد مقرر نپردازند یا کمتر از میزان واقعی پرداخت نمایند، اداره امور مالیاتی‌ ذی‌صلاح مکلف است مالیات متعلق را ‌به انضمام جرایم موضوع این قانون محاسبه و از پرداخت‌کنندگان حقوق که در حکم مودی می‌باشند به موجب برگ تشخیص با رعایت مهلت مقرر در ‌ماده‌ (157) این قانون مطالبه کند. حکم این ماده نسبت به مشمولان ماده ‌(88) این قانون نیز جاری خواهد بود.

"
0,91,"ماده 91
درآمدهای حقوق به شرح زیر از پرداخت مالیات معاف است:

1. روسا و اعضای ماموریت‌های سیاسی خارجی در ایران و روسا و اعضای هیات‌های نمایندگی فوق‌العاده دول خارجی نسبت به درآمد حقوق دریافتی از دولت متبوع خود به شرط معامله متقابل و همچنین روسا و اعضای هیات‌های نمایندگی سازمان ملل متحد و موسسات تخصصی آن در‌ایران نسبت به درآمد حقوق دریافتی از سازمان و موسسات مزبور در صورتی که تابع دولت جمهوری اسلامی ایران نباشند.

2. روسا و اعضای ماموریت‌های کنسولی خارجی در ایران و همچنین کارمندان موسسات فرهنگی دول خارجی نسبت درآمد حقوق دریافتی از دول متبوع خود به شرط معامله متقابل.

3. کارشناس خارجی که با موافقت دولت جمهوری اسلامی ایران از محل کمک‌های بلاعوض فنی و اقتصادی و علمی و فرهنگی دول خارجی و‌یا موسسات بین‌المللی به ایران اعزام می‌شوند نسبت به حقوق دریافتی آنان از دول متبوع یا موسسات بین‌المللی مذکور.

4. کارمندان محلی سفارتخانه‌ها و کنسولگریها و نمایندگی‌های دولت جمهوری اسلامی ایران در خارج نسبت به درآمد حقوق دریافتی از دولت‌ جمهوری اسلامی ایران در صورتی که دارای تابعیت دولت جمهوری اسلامی ایران نباشند به شرط معامله متقابل.

5. حقوق بازنشستگی و وظیفه و مستمری و پایان خدمت و خسارت اخراج و بازخرید خدمت و وظیفه یا مستمری پرداختی به وراث و حق سنوات و حقوق ایام مرخصی استفاده نشده.

6. هزینه سفر و فوق‌العاده مسافرت مربوط به شغل.

7. نسخ شده است.

8. مسکن واگذاری در محل کارگاه یا کارخانه جهت استفاده کارگران و خانه‌های ارزان قیمت سازمانی در خارج از محل کارگاه یا کارخانه که مورد ‌استفاده کارگران قرار می¬گیرد.

9. وجوه حاصل از بیمه بابت جبران خسارت بدنی و معالجه و امثال آن.

10. عیدی سالانه یا پاداش آخر سال جمعا معادل یک دوازدهم میزان معافیت مالیاتی موضوع ماده (84) این قانون.

11. خانه‌های سازمانی که با اجازه قانونی یا به موجب آیین‌نامه‌های خاص در اختیار ماموران کشوری گذارده می‌شود.

12. وجوهی که کارفرما بابت هزینه معالجه کارکنان خود یا افراد تحت تکفل آنها مستقیما یا به وسیله حقوق‌بگیر به پزشک یا بیمارستان به استناد‌ اسناد و مدارک مثبته پرداخت کند.

13. مزایای غیرنقدی پرداختی به کارکنان حداکثر معادل دو دوازدهم معافیت موضوع ماده (84) این قانون.

14. درآمد حقوق پرسنل نیروهای مسلح جمهوری اسلامی ایران اعم از نظامی و انتظامی، مشمولان قانون استخدامی وزارت اطلاعات و جانبازان انقلاب اسلامی و جنگ تحمیلی و آزادگان.

15. نسخ شده است.

16. نسخ شده است.

"
0,92,"ماده 92
پنجاه درصد (50%) مالیات حقوق کارکنان شاغل در مناطق کمتر توسعه یافته طبق فهرست سازمان مدیریت و برنامه‌ریزی کشور بخشوده می‌شود.

"
0,93,"ماده 93
درآمدی که شخص حقیقی از طریق اشتغال به ‌مشاغل یا به عناوین دیگر غیر از موارد مذکور در سایر فصل‌های این ‌قانون در ایران تحصیل کند پس از کسر معافیت های مقرر در این قانون ‌مشمول مالیات بر درآمد مشاغل می‌باشد.

تبصره - درآمد شرکت‌های مدنی (اعم از اختیاری یا قهری‌) وهمچنین درآمدهای ناشی از فعالیت‌های مضاربه در صورتی که ‌عامل (مضارب‌) یا صاحب سرمایه شخص حقیقی باشد تابع ‌مقررات این فصل می‌باشد.

"
